Province,Province_ch,Region,Region_ch,District/County,District/County_ch,Longitude,Latitude,Post Code
Jilin Province,吉林省,Changchun City,长春市,Jiu Tai City,九台市,125.83,44.15,130500
Jilin Province,吉林省,Changchun City,长春市,Yushu City,榆树市,126.55,44.82,130400
Jilin Province,吉林省,Changchun City,长春市,Dehui City,德惠市,125.7,44.53,130300
Jilin Province,吉林省,Jilin City,吉林市,Jilin City,吉林市,126.55,43.83,132000
Jilin Province,吉林省,Jilin City,吉林市,Changyi District,昌邑区,126.57,43.88,132000
Jilin Province,吉林省,Jilin City,吉林市,Longtan District,龙潭区,126.57,43.92,132000
Jilin Province,吉林省,Jilin City,吉林市,Camping area,船营区,126.53,43.83,132000
Jilin Province,吉林省,Jilin City,吉林市,Full area,丰满区,126.57,43.82,132113
Jilin Province,吉林省,Jilin City,吉林市,Yongji County,永吉县,126.5,43.67,132100
Jilin Province,吉林省,Jilin City,吉林市,Luohe City,蛟河市,127.33,43.72,132500
Jilin Province,吉林省,Jilin City,吉林市,Huadian City,桦甸市,126.73,42.97,132400
Jilin Province,吉林省,Jilin City,吉林市,Shulan City,舒兰市,126.95,44.42,132600
Jilin Province,吉林省,Jilin City,吉林市,Rock city,磐石市,126.05,42.95,132300
Jilin Province,吉林省,Siping City,四平市,Siping City,四平市,124.35,43.17,136000
Jilin Province,吉林省,Siping City,四平市,Tiexi District,铁西区,124.35,43.15,136000
Jilin Province,吉林省,Siping City,四平市,East,铁东区,124.38,43.17,136001
Jilin Province,吉林省,Siping City,四平市,Lishu County,梨树县,124.33,43.32,136500
Jilin Province,吉林省,Siping City,四平市,Yitong Manchu Autonomous County,伊通满族自治县,125.3,43.35,130700
Jilin Province,吉林省,Siping City,四平市,Gongsingling City,公主岭市,124.82,43.5,136100
Jilin Province,吉林省,Siping City,四平市,Shuangliao City,双辽市,123.5,43.52,136400
Jilin Province,吉林省,Liaoyuan City,辽源市,Liaoyuan City,辽源市,125.13,42.88,136200
Jilin Province,吉林省,Liaoyuan City,辽源市,Longshan District,龙山区,125.12,42.9,136200
Jilin Province,吉林省,Liaoyuan City,辽源市,Xi'an,西安区,125.15,42.92,136201
Jilin Province,吉林省,Liaoyuan City,辽源市,Dongfeng County,东丰县,125.53,42.68,136300
Jilin Province,吉林省,Liaoyuan City,辽源市,Dongliao County,东辽县,125,42.92,136600
Jilin Province,吉林省,Tonghua City,通化市,Tonghua City,通化市,125.93,41.73,134000
Jilin Province,吉林省,Tonghua City,通化市,Dongchang District,东昌区,125.95,41.73,134000
Jilin Province,吉林省,Tonghua City,通化市,Erdaojiang District,二道江区,126.03,41.77,134003
Jilin Province,吉林省,Tonghua City,通化市,Tonghua County,通化县,125.75,41.68,134100
Jilin Province,吉林省,Tonghua City,通化市,Huinan County,辉南县,126.03,42.68,135100
Jilin Province,吉林省,Tonghua City,通化市,Liuhe County,柳河县,125.73,42.28,135300
Jilin Province,吉林省,Tonghua City,通化市,Meihekou City,梅河口市,125.68,42.53,135000
Jilin Province,吉林省,Tonghua City,通化市,Ji'an City,集安市,126.18,41.12,134200
Jilin Province,吉林省,Baishan City,白山市,Baishan City,白山市,126.42,41.93,134300
Jilin Province,吉林省,Baishan City,白山市,Badaojiang District,八道江区,126.4,41.93,134300
Jilin Province,吉林省,Baishan City,白山市,Fusong County,抚松县,127.28,42.33,134500
Jilin Province,吉林省,Baishan City,白山市,Jingyu County,靖宇县,126.8,42.4,135200
Jilin Province,吉林省,Baishan City,白山市,Changbai Korean Autonomous County,长白朝鲜族自治县,128.2,41.42,134400
Jilin Province,吉林省,Baishan City,白山市,Linjiang City,临江市,126.9,41.8,134600
Jilin Province,吉林省,Songyuan City,松原市,Songyuan City,松原市,124.82,45.13,138000
Jilin Province,吉林省,Songyuan City,松原市,Ningjiang District,宁江区,124.8,45.17,138000
Jilin Province,吉林省,Songyuan City,松原市,Changling County,长岭县,123.98,44.28,131500
Jilin Province,吉林省,Songyuan City,松原市,Qian'an County,乾安县,124.02,45.02,131400
Jilin Province,吉林省,Songyuan City,松原市,Fuyu County,扶余县,126.02,44.98,131200
Jilin Province,吉林省,White city,白城市,White city,白城市,122.83,45.62,137000
Jilin Province,吉林省,White city,白城市,Daibei District,洮北区,122.85,45.62,137000
Jilin Province,吉林省,White city,白城市,Zhenyi County,镇赉县,123.2,45.85,137300
Jilin Province,吉林省,White city,白城市,Tongyu County,通榆县,123.08,44.82,137200
Jilin Province,吉林省,White city,白城市,Dannan City,洮南市,122.78,45.33,137100
Jilin Province,吉林省,White city,白城市,Daan City,大安市,124.28,45.5,131300
Jilin Province,吉林省,Yanbian Korean Autonomous Prefecture,延边朝鲜族自治州,Yanbian Korean Autonomous Prefecture,延边朝鲜族自治州,129.5,42.88,133000
Jilin Province,吉林省,Yanbian Korean Autonomous Prefecture,延边朝鲜族自治州,Yanji City,延吉市,129.5,42.88,133000
Jilin Province,吉林省,Yanbian Korean Autonomous Prefecture,延边朝鲜族自治州,Chart city,图们市,129.83,42.97,133100
Jilin Province,吉林省,Yanbian Korean Autonomous Prefecture,延边朝鲜族自治州,Dunhua City,敦化市,128.23,43.37,133700
Jilin Province,吉林省,Yanbian Korean Autonomous Prefecture,延边朝鲜族自治州,Xunchun City,珲春市,130.37,42.87,133300
Jilin Province,吉林省,Yanbian Korean Autonomous Prefecture,延边朝鲜族自治州,Longjing City,龙井市,129.42,42.77,133400
Jilin Province,吉林省,Yanbian Korean Autonomous Prefecture,延边朝鲜族自治州,Helong City,和龙市,129,42.53,133500
Jilin Province,吉林省,Yanbian Korean Autonomous Prefecture,延边朝鲜族自治州,Wang Qing County,汪清县,129.75,43.32,133200
Jilin Province,吉林省,Yanbian Korean Autonomous Prefecture,延边朝鲜族自治州,Antu County,安图县,128.9,43.12,133600
Heilongjiang Province,黑龙江省,Harbin City,哈尔滨市,Harbin City,哈尔滨市,126.53,45.8,150000
Heilongjiang Province,黑龙江省,Harbin City,哈尔滨市,Diaoli District,道里区,126.62,45.77,150010
Heilongjiang Province,黑龙江省,Harbin City,哈尔滨市,Nangang District,南岗区,126.68,45.77,150000
Heilongjiang Province,黑龙江省,Harbin City,哈尔滨市,Outer area,道外区,126.65,45.78,150026
Heilongjiang Province,黑龙江省,Harbin City,哈尔滨市,Xiangfang District,香坊区,126.68,45.72,150036
Heilongjiang Province,黑龙江省,Harbin City,哈尔滨市,Bungalow,平房区,126.62,45.62,150000
Heilongjiang Province,黑龙江省,Harbin City,哈尔滨市,Songbei District,松北区,126.55,45.8,150028
Heilongjiang Province,黑龙江省,Harbin City,哈尔滨市,Hulan District,呼兰区,126.58,45.9,150500
Heilongjiang Province,黑龙江省,Harbin City,哈尔滨市,Yilan County,依兰县,129.55,46.32,154800
Heilongjiang Province,黑龙江省,Harbin City,哈尔滨市,Fangzheng County,方正县,128.83,45.83,150800
Heilongjiang Province,黑龙江省,Harbin City,哈尔滨市,County,宾县,127.48,45.75,150400
Heilongjiang Province,黑龙江省,Harbin City,哈尔滨市,Bayan County,巴彦县,127.4,46.08,151800
Heilongjiang Province,黑龙江省,Harbin City,哈尔滨市,Mulan County,木兰县,128.03,45.95,151900
Heilongjiang Province,黑龙江省,Harbin City,哈尔滨市,Tonghe County,通河县,128.75,45.97,150900
Heilongjiang Province,黑龙江省,Harbin City,哈尔滨市,Yanshou County,延寿县,128.33,45.45,150700
Heilongjiang Province,黑龙江省,Harbin City,哈尔滨市,Dual city,双城市,126.32,45.37,150100
Heilongjiang Province,黑龙江省,Harbin City,哈尔滨市,Shangzhi City,尚志市,127.95,45.22,150600
Heilongjiang Province,黑龙江省,Harbin City,哈尔滨市,Wuchang City,五常市,127.15,44.92,150200
Heilongjiang Province,黑龙江省,Qiqihar City,齐齐哈尔市,Qiqihar City,齐齐哈尔市,123.95,47.33,161000
Heilongjiang Province,黑龙江省,Qiqihar City,齐齐哈尔市,Longsha District,龙沙区,123.95,47.32,161005
Heilongjiang Province,黑龙江省,Qiqihar City,齐齐哈尔市,Jianhua District,建华区,123.95,47.35,161000
Heilongjiang Province,黑龙江省,Qiqihar City,齐齐哈尔市,Tiefeng District,铁锋区,123.98,47.35,161002
Heilongjiang Province,黑龙江省,Qiqihar City,齐齐哈尔市,Angangxi District,昂昂溪区,123.8,47.15,161031
Heilongjiang Province,黑龙江省,Qiqihar City,齐齐哈尔市,Forayki District,富拉尔基区,123.62,47.2,161000
Heilongjiang Province,黑龙江省,Qiqihar City,齐齐哈尔市,Longjiang County,龙江县,123.18,47.33,161100
Heilongjiang Province,黑龙江省,Qiqihar City,齐齐哈尔市,Yi'an County,依安县,125.3,47.88,161500
Heilongjiang Province,黑龙江省,Qiqihar City,齐齐哈尔市,Tailai County,泰来县,123.42,46.4,162400
Heilongjiang Province,黑龙江省,Qiqihar City,齐齐哈尔市,Gannan County,甘南县,123.5,47.92,162100
Heilongjiang Province,黑龙江省,Qiqihar City,齐齐哈尔市,Wealthy county,富裕县,124.47,47.82,161200
Heilongjiang Province,黑龙江省,Qiqihar City,齐齐哈尔市,Keshan County,克山县,125.87,48.03,161600
Heilongjiang Province,黑龙江省,Qiqihar City,齐齐哈尔市,Kidong County,克东县,126.25,48.03,164800
Heilongjiang Province,黑龙江省,Qiqihar City,齐齐哈尔市,Baiquan County,拜泉县,126.08,47.6,164700
Heilongjiang Province,黑龙江省,Qiqihar City,齐齐哈尔市,Neohe City,讷河市,124.87,48.48,161300
Heilongjiang Province,黑龙江省,Jixi City,鸡西市,Jixi City,鸡西市,130.97,45.3,158100
Heilongjiang Province,黑龙江省,Jixi City,鸡西市,Cockle,鸡冠区,130.97,45.3,158100
Heilongjiang Province,黑龙江省,Jixi City,鸡西市,Hengshan District,恒山区,130.93,45.2,158130
Heilongjiang Province,黑龙江省,Jixi City,鸡西市,Di Dao District,滴道区,130.78,45.37,158150
Heilongjiang Province,黑龙江省,Jixi City,鸡西市,Pear tree area,梨树区,130.68,45.08,158100
Heilongjiang Province,黑龙江省,Jixi City,鸡西市,Chengzihe District,城子河区,131,45.33,158100
Heilongjiang Province,黑龙江省,Jixi City,鸡西市,Mashan District,麻山区,130.52,45.2,158100
Heilongjiang Province,黑龙江省,Jixi City,鸡西市,Jidong County,鸡东县,131.13,45.25,158200
Heilongjiang Province,黑龙江省,Jixi City,鸡西市,Huilin City,虎林市,132.98,45.77,158400
Heilongjiang Province,黑龙江省,Jixi City,鸡西市,Miyama City,密山市,131.87,45.55,158300
Heilongjiang Province,黑龙江省,Hegang City,鹤岗市,Hegang City,鹤岗市,130.27,47.33,154100
Heilongjiang Province,黑龙江省,Hegang City,鹤岗市,Xiangyang District,向阳区,130.28,47.33,154100
Heilongjiang Province,黑龙江省,Hegang City,鹤岗市,Xiangyang District,向阳区,130.33,46.8,154100
Heilongjiang Province,黑龙江省,Hegang City,鹤岗市,Workers and farmers,工农区,130.25,47.32,154100
Heilongjiang Province,黑龙江省,Hegang City,鹤岗市,Nanshan District,南山区,130.28,47.3,154100
Heilongjiang Province,黑龙江省,Hegang City,鹤岗市,Xing'an District,兴安区,130.22,47.27,154102
Heilongjiang Province,黑龙江省,Hegang City,鹤岗市,Dongshan District,东山区,130.32,47.33,154100
Heilongjiang Province,黑龙江省,Hegang City,鹤岗市,Xingshan District,兴山区,130.3,47.37,154100
Heilongjiang Province,黑龙江省,Hegang City,鹤岗市,Luobei County,萝北县,130.83,47.58,154200
Heilongjiang Province,黑龙江省,Hegang City,鹤岗市,Suibin County,绥滨县,131.85,47.28,156200
Heilongjiang Province,黑龙江省,Shuangyashan City,双鸭山市,Shuangyashan City,双鸭山市,131.15,46.63,155100
Heilongjiang Province,黑龙江省,Shuangyashan City,双鸭山市,Jianshan District,尖山区,131.17,46.63,155100
Heilongjiang Province,黑龙江省,Shuangyashan City,双鸭山市,Lingdong District,岭东区,131.13,46.57,155124
Heilongjiang Province,黑龙江省,Shuangyashan City,双鸭山市,Sifangtai area,四方台区,131.33,46.58,155130
Heilongjiang Province,黑龙江省,Shuangyashan City,双鸭山市,Baoshan District,宝山区,131.4,46.57,155131
Heilongjiang Province,黑龙江省,Shuangyashan City,双鸭山市,Jixian County,集贤县,131.13,46.72,155900
Heilongjiang Province,黑龙江省,Shuangyashan City,双鸭山市,Friendship County,友谊县,131.8,46.78,155800
Heilongjiang Province,黑龙江省,Shuangyashan City,双鸭山市,Baoqing County,宝清县,132.2,46.32,155600
Heilongjiang Province,黑龙江省,Shuangyashan City,双鸭山市,Raohe County,饶河县,134.02,46.8,155700
Heilongjiang Province,黑龙江省,Daqing City,大庆市,Daqing City,大庆市,125.03,46.58,163000
Heilongjiang Province,黑龙江省,Daqing City,大庆市,Salu District,萨尔图区,125.02,46.6,163000
Heilongjiang Province,黑龙江省,Daqing City,大庆市,Longfeng District,龙凤区,125.1,46.53,163711
Heilongjiang Province,黑龙江省,Daqing City,大庆市,Luxu District,让胡路区,124.85,46.65,163712
Heilongjiang Province,黑龙江省,Daqing City,大庆市,Honggang District,红岗区,124.88,46.4,163511
Heilongjiang Province,黑龙江省,Daqing City,大庆市,Datong District,大同区,124.82,46.03,163000
Heilongjiang Province,黑龙江省,Daqing City,大庆市,Zhaozhou County,肇州县,125.27,45.7,166400
Heilongjiang Province,黑龙江省,Daqing City,大庆市,Zhaoyuan County,肇源县,125.08,45.52,166500
Heilongjiang Province,黑龙江省,Daqing City,大庆市,Linkian County,林甸县,124.87,47.18,166300
Heilongjiang Province,黑龙江省,Daqing City,大庆市,Durbert Mongolian Autonomous County,杜尔伯特蒙古族自治县,124.45,46.87,166200
Heilongjiang Province,黑龙江省,Yichun City,伊春市,Yichun City,伊春市,128.9,47.73,153000
Heilongjiang Province,黑龙江省,Yichun City,伊春市,Southern fork district,南岔区,129.28,47.13,153100
Heilongjiang Province,黑龙江省,Yichun City,伊春市,Friendly area,友好区,128.82,47.85,153031
Heilongjiang Province,黑龙江省,Yichun City,伊春市,Xilin District,西林区,129.28,47.48,153000
Heilongjiang Province,黑龙江省,Yichun City,伊春市,Cuilian District,翠峦区,128.65,47.72,153013
Heilongjiang Province,黑龙江省,Yichun City,伊春市,Xinqing District,新青区,129.53,48.28,153036
Heilongjiang Province,黑龙江省,Yichun City,伊春市,Meixi District,美溪区,129.13,47.63,153000
Heilongjiang Province,黑龙江省,Yichun City,伊春市,Jinshan Tun District,金山屯区,129.43,47.42,153000
Heilongjiang Province,黑龙江省,Yichun City,伊春市,Wuying District,五营区,129.25,48.12,153033
Heilongjiang Province,黑龙江省,Yichun City,伊春市,Wuma River District,乌马河区,128.78,47.72,153000
Heilongjiang Province,黑龙江省,Yichun City,伊春市,Tangwang River District,汤旺河区,129.57,48.45,153037
Heilongjiang Province,黑龙江省,Yichun City,伊春市,Belt mountain area,带岭区,129.02,47.02,153000
Heilongjiang Province,黑龙江省,Yichun City,伊春市,Waying District,乌伊岭区,129.42,48.6,153038
Heilongjiang Province,黑龙江省,Yichun City,伊春市,Hongxing District,红星区,129.38,48.23,153000
Heilongjiang Province,黑龙江省,Yichun City,伊春市,Shang Ganling District,上甘岭区,129.02,47.97,153000
Heilongjiang Province,黑龙江省,Yichun City,伊春市,Jiayin County,嘉荫县,130.38,48.88,153200
Heilongjiang Province,黑龙江省,Yichun City,伊春市,Tieli City,铁力市,128.02,46.98,152500
Heilongjiang Province,黑龙江省,Jiamusi City,佳木斯市,Jiamusi City,佳木斯市,130.37,46.82,154000
Heilongjiang Province,黑龙江省,Jiamusi City,佳木斯市,Xiangyang District,向阳区,130.28,47.33,154000
Heilongjiang Province,黑龙江省,Jiamusi City,佳木斯市,Xiangyang District,向阳区,130.33,46.8,154000
Heilongjiang Province,黑龙江省,Jiamusi City,佳木斯市,Forward zone,前进区,130.37,46.82,154002
Heilongjiang Province,黑龙江省,Jiamusi City,佳木斯市,Dongfeng District,东风区,130.4,46.82,154000
Heilongjiang Province,黑龙江省,Jiamusi City,佳木斯市,suburbs,郊区,130.32,46.8,154004
Heilongjiang Province,黑龙江省,Jiamusi City,佳木斯市,Hua Nan County,桦南县,130.57,46.23,154400
Heilongjiang Province,黑龙江省,Jiamusi City,佳木斯市,Huaichuan County,桦川县,130.72,47.02,154300
Heilongjiang Province,黑龙江省,Jiamusi City,佳木斯市,Tangyuan County,汤原县,129.9,46.73,154700
Heilongjiang Province,黑龙江省,Jiamusi City,佳木斯市,Fuyuan County,抚远县,134.28,48.37,156500
Heilongjiang Province,黑龙江省,Jiamusi City,佳木斯市,Tongjiang City,同江市,132.52,47.65,156400
Heilongjiang Province,黑龙江省,Jiamusi City,佳木斯市,Fujin City,富锦市,132.03,47.25,156100
Heilongjiang Province,黑龙江省,Qitaihe City,七台河市,Qitaihe City,七台河市,130.95,45.78,154600
Heilongjiang Province,黑龙江省,Qitaihe City,七台河市,Emerging district,新兴区,130.83,45.8,154600
Heilongjiang Province,黑龙江省,Qitaihe City,七台河市,Momoyama,桃山区,130.97,45.77,154600
Heilongjiang Province,黑龙江省,Qitaihe City,七台河市,Eggplant River,茄子河区,131.07,45.77,154622
Heilongjiang Province,黑龙江省,Qitaihe City,七台河市,Boli County,勃利县,130.57,45.75,154500
Heilongjiang Province,黑龙江省,Mudanjiang City,牡丹江市,Mudanjiang City,牡丹江市,129.6,44.58,157000
Heilongjiang Province,黑龙江省,Mudanjiang City,牡丹江市,Dong'an District,东安区,129.62,44.58,157000
Heilongjiang Province,黑龙江省,Mudanjiang City,牡丹江市,Yangming District,阳明区,129.63,44.6,157000
Heilongjiang Province,黑龙江省,Mudanjiang City,牡丹江市,Aimin District,爱民区,129.58,44.58,157009
Heilongjiang Province,黑龙江省,Mudanjiang City,牡丹江市,Xi'an,西安区,129.62,44.57,157000
Heilongjiang Province,黑龙江省,Mudanjiang City,牡丹江市,Dongning County,东宁县,131.12,44.07,157200
Heilongjiang Province,黑龙江省,Mudanjiang City,牡丹江市,Linkou County,林口县,130.27,45.3,157800
Heilongjiang Province,黑龙江省,Mudanjiang City,牡丹江市,Suifenhe,绥芬河市,131.15,44.42,157300
Heilongjiang Province,黑龙江省,Mudanjiang City,牡丹江市,Hailin City,海林市,129.38,44.57,157100
Heilongjiang Province,黑龙江省,Mudanjiang City,牡丹江市,Ning'an City,宁安市,129.47,44.35,157400
Heilongjiang Province,黑龙江省,Mudanjiang City,牡丹江市,Mu Emperor City,穆棱市,130.52,44.92,157500
Heilongjiang Province,黑龙江省,Heihe City,黑河市,Heihe City,黑河市,127.48,50.25,164300
Heilongjiang Province,黑龙江省,Heihe City,黑河市,Aihui District,爱辉区,127.48,50.25,164300
Heilongjiang Province,黑龙江省,Heihe City,黑河市,Xunke County,逊克县,128.47,49.58,164400
Heilongjiang Province,黑龙江省,Heihe City,黑河市,Sun Wu County,孙吴县,127.32,49.42,164299
Heilongjiang Province,黑龙江省,Heihe City,黑河市,Bei'an,北安市,126.52,48.23,164000
Heilongjiang Province,黑龙江省,Heihe City,黑河市,Wu Dalian Chishi,五大连池市,126.2,48.52,164100
Heilongjiang Province,黑龙江省,Suihua City,绥化市,Suihua City,绥化市,126.98,46.63,152000
Heilongjiang Province,黑龙江省,Suihua City,绥化市,Northern forest area,北林区,126.98,46.63,152000
Heilongjiang Province,黑龙江省,Suihua City,绥化市,Wangkui County,望奎县,126.48,46.83,152101
Heilongjiang Province,黑龙江省,Suihua City,绥化市,Lanxi County,兰西县,126.28,46.27,151500
Heilongjiang Province,黑龙江省,Suihua City,绥化市,Qinggang County,青冈县,126.1,46.68,151600
Heilongjiang Province,黑龙江省,Suihua City,绥化市,Qing'an County,庆安县,127.52,46.88,152400
Heilongjiang Province,黑龙江省,Suihua City,绥化市,Mingshui County,明水县,125.9,47.18,151700
Heilongjiang Province,黑龙江省,Suihua City,绥化市,Suilie County,绥棱县,127.1,47.25,152200
Heilongjiang Province,黑龙江省,Suihua City,绥化市,Anda City,安达市,125.33,46.4,151400
Heilongjiang Province,黑龙江省,Suihua City,绥化市,Zhaodong City,肇东市,125.98,46.07,151100
Heilongjiang Province,黑龙江省,Suihua City,绥化市,Helen City,海伦市,126.97,47.47,152300
Heilongjiang Province,黑龙江省,Daxinganling area,大兴安岭地区,Daxinganling area,大兴安岭地区,124.12,50.42,165000
Heilongjiang Province,黑龙江省,Daxinganling area,大兴安岭地区,Homa County,呼玛县,126.65,51.73,165100
Heilongjiang Province,黑龙江省,Daxinganling area,大兴安岭地区,Tahe County,塔河县,124.7,52.32,165200
Heilongjiang Province,黑龙江省,Daxinganling area,大兴安岭地区,Mohe County,漠河县,122.53,52.97,165300
Shanghai,上海市,Shanghai,上海市,Shanghai,上海市,121.47,31.23,200000
Shanghai,上海市,Shanghai,上海市,Huangpu District,黄浦区,121.48,31.23,200001
Shanghai,上海市,Shanghai,上海市,Luwan District,卢湾区,121.47,31.22,200020
Shanghai,上海市,Shanghai,上海市,Xuhui District,徐汇区,121.43,31.18,200030
Shanghai,上海市,Shanghai,上海市,Changning District,长宁区,121.42,31.22,200050
Shanghai,上海市,Shanghai,上海市,Jing'an District,静安区,121.45,31.23,200040
Shanghai,上海市,Shanghai,上海市,Putuo District,普陀区,121.4,31.25,200333
Shanghai,上海市,Shanghai,上海市,Zhabei District,闸北区,121.45,31.25,200070
Shanghai,上海市,Shanghai,上海市,Hongkou District,虹口区,121.5,31.27,200080
Shanghai,上海市,Shanghai,上海市,Yangpu District,杨浦区,121.52,31.27,200082
Shanghai,上海市,Shanghai,上海市,Minhang District,闵行区,121.38,31.12,201100
Shanghai,上海市,Shanghai,上海市,Baoshan District,宝山区,121.48,31.4,201900
Shanghai,上海市,Shanghai,上海市,Jiading District,嘉定区,121.27,31.38,201800
Shanghai,上海市,Shanghai,上海市,Pudong New District,浦东新区,121.53,31.22,200120
Shanghai,上海市,Shanghai,上海市,Jinshan District,金山区,121.33,30.75,201500
Shanghai,上海市,Shanghai,上海市,Songjiang District,松江区,121.22,31.03,201600
Shanghai,上海市,Shanghai,上海市,Qingpu District,青浦区,121.12,31.15,201799
Shanghai,上海市,Shanghai,上海市,Nanhui District,南汇区,121.75,31.05,201300
Shanghai,上海市,Shanghai,上海市,Fengxian District,奉贤区,121.47,30.92,201499
Shanghai,上海市,Shanghai,上海市,Chongming County,崇明县,121.4,31.62,202150
Jiangsu Province,江苏省,Nanjing,南京市,Nanjing,南京市,118.78,32.07,210000
Jiangsu Province,江苏省,Nanjing,南京市,Xuanwu District,玄武区,118.8,32.05,210000
Jiangsu Province,江苏省,Nanjing,南京市,Baixia District,白下区,118.78,32.03,210000
Jiangsu Province,江苏省,Nanjing,南京市,Qinhuai District,秦淮区,118.8,32.02,210001
Jiangsu Province,江苏省,Nanjing,南京市,Jianye District,建邺区,118.75,32.03,210019
Jiangsu Province,江苏省,Nanjing,南京市,Gulou District,鼓楼区,117.18,34.28,210000
Jiangsu Province,江苏省,Nanjing,南京市,Gulou District,鼓楼区,118.77,32.07,210000
Jiangsu Province,江苏省,Nanjing,南京市,Xiaguan District,下关区,118.73,32.08,210000
Jiangsu Province,江苏省,Nanjing,南京市,Pukou District,浦口区,118.62,32.05,211800
Jiangsu Province,江苏省,Nanjing,南京市,Qixia District,栖霞区,118.88,32.12,210046
Jiangsu Province,江苏省,Nanjing,南京市,Yuhuatai District,雨花台区,118.77,32,210012
Jiangsu Province,江苏省,Nanjing,南京市,Jiangning District,江宁区,118.85,31.95,211100
Jiangsu Province,江苏省,Nanjing,南京市,Liuhe District,六合区,118.83,32.35,211500
Jiangsu Province,江苏省,Nanjing,南京市,Lishui County,溧水县,119.02,31.65,211200
Jiangsu Province,江苏省,Nanjing,南京市,Gaochun County,高淳县,118.88,31.33,211300
Jiangsu Province,江苏省,Wuxi City,无锡市,Wuxi City,无锡市,120.3,31.57,214000
Jiangsu Province,江苏省,Wuxi City,无锡市,Chong'an District,崇安区,120.3,31.58,214000
Jiangsu Province,江苏省,Wuxi City,无锡市,Nanchang District,南长区,120.3,31.57,214000
Jiangsu Province,江苏省,Wuxi City,无锡市,Beitang District,北塘区,120.28,31.58,214000
Jiangsu Province,江苏省,Wuxi City,无锡市,Xishan District,锡山区,120.35,31.6,214000
Jiangsu Province,江苏省,Wuxi City,无锡市,Huishan District,惠山区,120.28,31.68,214100
Jiangsu Province,江苏省,Wuxi City,无锡市,Lake District,滨湖区,120.27,31.57,214100
Jiangsu Province,江苏省,Wuxi City,无锡市,Jiangyin City,江阴市,120.27,31.9,214400
Jiangsu Province,江苏省,Wuxi City,无锡市,Yixing City,宜兴市,119.82,31.35,214200
Jiangsu Province,江苏省,Xuzhou,徐州市,Xuzhou,徐州市,117.18,34.27,221000
Jiangsu Province,江苏省,Xuzhou,徐州市,Gulou District,鼓楼区,117.18,34.28,221005
Jiangsu Province,江苏省,Xuzhou,徐州市,Gulou District,鼓楼区,118.77,32.07,221005
Jiangsu Province,江苏省,Xuzhou,徐州市,Yunlong District,云龙区,117.22,34.25,221000
Jiangsu Province,江苏省,Xuzhou,徐州市,Jiuli District,九里区,117.13,34.3,221140
Jiangsu Province,江苏省,Xuzhou,徐州市,Jiawang District,贾汪区,117.45,34.45,221011
Jiangsu Province,江苏省,Xuzhou,徐州市,Quanshan District,泉山区,117.18,34.25,221000
Jiangsu Province,江苏省,Xuzhou,徐州市,Fengxian,丰县,116.6,34.7,221700
Jiangsu Province,江苏省,Xuzhou,徐州市,Pei County,沛县,116.93,34.73,221600
Jiangsu Province,江苏省,Xuzhou,徐州市,Tongshan County,铜山县,117.17,34.18,999999
Jiangsu Province,江苏省,Xuzhou,徐州市,Suining County,睢宁县,117.95,33.9,221200
Jiangsu Province,江苏省,Xuzhou,徐州市,Xinyi City,新沂市,118.35,34.38,221400
Jiangsu Province,江苏省,Xuzhou,徐州市,Dazhou City,邳州市,117.95,34.32,221300
Jiangsu Province,江苏省,Changzhou City,常州市,Changzhou City,常州市,119.95,31.78,213000
Jiangsu Province,江苏省,Changzhou City,常州市,Tianning District,天宁区,119.93,31.75,213000
Jiangsu Province,江苏省,Changzhou City,常州市,Clock area,钟楼区,119.93,31.78,213000
Jiangsu Province,江苏省,Changzhou City,常州市,Qiushiyan District,戚墅堰区,120.05,31.73,213000
Jiangsu Province,江苏省,Changzhou City,常州市,Xinbei District,新北区,119.97,31.83,213001
Jiangsu Province,江苏省,Changzhou City,常州市,Wujin District,武进区,119.93,31.72,213100
Jiangsu Province,江苏省,Changzhou City,常州市,Puyang City,溧阳市,119.48,31.42,213300
Jiangsu Province,江苏省,Changzhou City,常州市,Jintan City,金坛市,119.57,31.75,213200
Jiangsu Province,江苏省,Suzhou City,苏州市,Suzhou City,苏州市,120.58,31.3,215000
Jiangsu Province,江苏省,Suzhou City,苏州市,Canglang District,沧浪区,120.63,31.3,215000
Jiangsu Province,江苏省,Suzhou City,苏州市,Pingjiang District,平江区,120.63,31.32,215000
Jiangsu Province,江苏省,Suzhou City,苏州市,Jinyu District,金阊区,120.6,31.32,215000
Jiangsu Province,江苏省,Suzhou City,苏州市,Huqiu District,虎丘区,120.57,31.3,215004
Jiangsu Province,江苏省,Suzhou City,苏州市,Wuzhong District,吴中区,120.63,31.27,215100
Jiangsu Province,江苏省,Suzhou City,苏州市,Phase city,相城区,120.63,31.37,215131
Jiangsu Province,江苏省,Suzhou City,苏州市,Changshu,常熟市,120.75,31.65,215500
Jiangsu Province,江苏省,Suzhou City,苏州市,Zhangjiagang City,张家港市,120.55,31.87,215600
Jiangsu Province,江苏省,Suzhou City,苏州市,Kunshan,昆山市,120.98,31.38,215300
Jiangsu Province,江苏省,Suzhou City,苏州市,Wujiang City,吴江市,120.63,31.17,215200
Jiangsu Province,江苏省,Suzhou City,苏州市,Taicang City,太仓市,121.1,31.45,215400
Jiangsu Province,江苏省,Nantong city,南通市,Nantong city,南通市,120.88,31.98,226000
