Province,Region,Longitude,Latitude,Post Code
Liaoning,Huludao,120.83,40.72,125000
Liaoning,Mountainous,120.87,40.77,125000
Liaoning,Longgang,120.93,40.72,125003
Liaoning,Southern ticket,120.75,41.1,125027
Liaoning,Suizhong,120.33,40.32,125200
Liaoning,Jianchang,119.8,40.82,125300
Liaoning,City,120.72,40.62,125100
Jilin,Changchun,125.32,43.9,130000
Jilin,Nanguan,125.33,43.87,130022
Jilin,Wide,125.32,43.92,130000
Jilin,Chaoyang,125.28,43.83,130012
Jilin,Second -road,125.37,43.87,130031
Jilin,Green park,125.25,43.88,130062
Jilin,Shuangyang,125.67,43.52,130600
Jilin,Nong'an,125.18,44.43,130200
Jilin,Jiu Tai,125.83,44.15,130500
Jilin,Yushu,126.55,44.82,130400
Jilin,Dehui,125.7,44.53,130300
Jilin,NA,126.55,43.83,132000
Jilin,Changyi,126.57,43.88,132000
Jilin,Longtan,126.57,43.92,132000
Jilin,Camping,126.53,43.83,132000
Jilin,Full,126.57,43.82,132113
Jilin,Yongji,126.5,43.67,132100
Jilin,Luohe,127.33,43.72,132500
Jilin,Huadian,126.73,42.97,132400
Jilin,Shulan,126.95,44.42,132600
Jilin,Rock,126.05,42.95,132300
Jilin,Siping,124.35,43.17,136000
Jilin,Tiexi,124.35,43.15,136000
Jilin,East,124.38,43.17,136001
Jilin,Lishu,124.33,43.32,136500
Jilin,Yitong Manchu,125.3,43.35,130700
Jilin,Gongsingling,124.82,43.5,136100
Jilin,Shuangliao,123.5,43.52,136400
Jilin,Liaoyuan,125.13,42.88,136200
Jilin,Longshan,125.12,42.9,136200
Jilin,Xi'an,125.15,42.92,136201
Jilin,Dongfeng,125.53,42.68,136300
Jilin,Dongliao,125,42.92,136600
Jilin,Tonghua,125.93,41.73,134000
Jilin,Dongchang,125.95,41.73,134000
Jilin,Erdaojiang,126.03,41.77,134003
Jilin,Tonghua,125.75,41.68,134100
Jilin,Huinan,126.03,42.68,135100
Jilin,Liuhe,125.73,42.28,135300
Jilin,Meihekou,125.68,42.53,135000
Jilin,Ji'an,126.18,41.12,134200
Jilin,Baishan,126.42,41.93,134300
Jilin,Badaojiang,126.4,41.93,134300
Jilin,Fusong,127.28,42.33,134500
Jilin,Jingyu,126.8,42.4,135200
Jilin,Changbai,128.2,41.42,134400
Jilin,Linjiang,126.9,41.8,134600
Jilin,Songyuan,124.82,45.13,138000
Jilin,Ningjiang,124.8,45.17,138000
Jilin,Changling,123.98,44.28,131500
Jilin,Qian'an,124.02,45.02,131400
Jilin,Fuyu,126.02,44.98,131200
Jilin,White,122.83,45.62,137000
Jilin,Daibei,122.85,45.62,137000
Jilin,Zhenyi,123.2,45.85,137300
Jilin,Tongyu,123.08,44.82,137200
Jilin,Dannan,122.78,45.33,137100
Jilin,Daan,124.28,45.5,131300
Jilin,Yanbian,129.5,42.88,133000
Jilin,Yanji,129.5,42.88,133000
Jilin,Chart,129.83,42.97,133100
Jilin,Dunhua,128.23,43.37,133700
Jilin,Xunchun,130.37,42.87,133300
Jilin,Longjing,129.42,42.77,133400
Jilin,Helong,129,42.53,133500
Jilin,Wang Qing,129.75,43.32,133200
Jilin,Antu,128.9,43.12,133600
Heilongjiang,Harbin,126.53,45.8,150000
Heilongjiang,Diaoli,126.62,45.77,150010
Heilongjiang,Nangang,126.68,45.77,150000
Heilongjiang,Outer,126.65,45.78,150026
Heilongjiang,Xiangfang,126.68,45.72,150036
Heilongjiang,Bungalow,126.62,45.62,150000
Heilongjiang,Songbei,126.55,45.8,150028
Heilongjiang,Hulan,126.58,45.9,150500
Heilongjiang,Yilan,129.55,46.32,154800
Heilongjiang,Fangzheng,128.83,45.83,150800
Heilongjiang,County,127.48,45.75,150400
Heilongjiang,Bayan,127.4,46.08,151800
Heilongjiang,Mulan,128.03,45.95,151900
Heilongjiang,Tonghe,128.75,45.97,150900
Heilongjiang,Yanshou,128.33,45.45,150700
Heilongjiang,Dual,126.32,45.37,150100
Heilongjiang,Shangzhi,127.95,45.22,150600
Heilongjiang,Wuchang,127.15,44.92,150200
Heilongjiang,Qiqihar,123.95,47.33,161000
Heilongjiang,Longsha,123.95,47.32,161005
Heilongjiang,Jianhua,123.95,47.35,161000
Heilongjiang,Tiefeng,123.98,47.35,161002
Heilongjiang,Angangxi,123.8,47.15,161031
Heilongjiang,Forayki,123.62,47.2,161000
Heilongjiang,Longjiang,123.18,47.33,161100
Heilongjiang,Yi'an,125.3,47.88,161500
Heilongjiang,Tailai,123.42,46.4,162400
Heilongjiang,Gannan,123.5,47.92,162100
Heilongjiang,Wealthy,124.47,47.82,161200
Heilongjiang,Keshan,125.87,48.03,161600
Heilongjiang,Kidong,126.25,48.03,164800
Heilongjiang,Baiquan,126.08,47.6,164700
Heilongjiang,Neohe,124.87,48.48,161300
Heilongjiang,Jixi,130.97,45.3,158100
Heilongjiang,Cockle,130.97,45.3,158100
Heilongjiang,Hengshan,130.93,45.2,158130
Heilongjiang,Di Dao,130.78,45.37,158150
Heilongjiang,Pear tree,130.68,45.08,158100
Heilongjiang,Chengzihe,131,45.33,158100
Heilongjiang,Mashan,130.52,45.2,158100
Heilongjiang,Jidong,131.13,45.25,158200
Heilongjiang,Huilin,132.98,45.77,158400
Heilongjiang,Miyama,131.87,45.55,158300
Heilongjiang,Hegang,130.27,47.33,154100
Heilongjiang,Xiangyang,130.28,47.33,154100
Heilongjiang,Xiangyang,130.33,46.8,154100
Heilongjiang,Workers farmers,130.25,47.32,154100
Heilongjiang,Nanshan,130.28,47.3,154100
Heilongjiang,Xing'an,130.22,47.27,154102
Heilongjiang,Dongshan,130.32,47.33,154100
Heilongjiang,Xingshan,130.3,47.37,154100
Heilongjiang,Luobei,130.83,47.58,154200
Heilongjiang,Suibin,131.85,47.28,156200
Heilongjiang,Shuangyashan,131.15,46.63,155100
Heilongjiang,Jianshan,131.17,46.63,155100
Heilongjiang,Lingdong,131.13,46.57,155124
Heilongjiang,Sifangtai,131.33,46.58,155130
Heilongjiang,Baoshan,131.4,46.57,155131
Heilongjiang,Jixian,131.13,46.72,155900
Heilongjiang,Friendship,131.8,46.78,155800
Heilongjiang,Baoqing,132.2,46.32,155600
Heilongjiang,Raohe,134.02,46.8,155700
Heilongjiang,Daqing,125.03,46.58,163000
Heilongjiang,Salu,125.02,46.6,163000
Heilongjiang,Longfeng,125.1,46.53,163711
Heilongjiang,Luxu,124.85,46.65,163712
Heilongjiang,Honggang,124.88,46.4,163511
Heilongjiang,Datong,124.82,46.03,163000
Heilongjiang,Zhaozhou,125.27,45.7,166400
Heilongjiang,Zhaoyuan,125.08,45.52,166500
Heilongjiang,Linkian,124.87,47.18,166300
Heilongjiang,Durbert,124.45,46.87,166200
Heilongjiang,Yichun,128.9,47.73,153000
Heilongjiang,Southern fork,129.28,47.13,153100
Heilongjiang,Friendly,128.82,47.85,153031
Heilongjiang,Xilin,129.28,47.48,153000
Heilongjiang,Cuilian,128.65,47.72,153013
Heilongjiang,Xinqing,129.53,48.28,153036
Heilongjiang,Meixi,129.13,47.63,153000
Heilongjiang,Jinshan Tun,129.43,47.42,153000
Heilongjiang,Wuying,129.25,48.12,153033
Heilongjiang,Wuma River,128.78,47.72,153000
Heilongjiang,Tangwang River,129.57,48.45,153037
Heilongjiang,Belt mountain,129.02,47.02,153000
Heilongjiang,Waying,129.42,48.6,153038
Heilongjiang,Hongxing,129.38,48.23,153000
Heilongjiang,Shang Ganling,129.02,47.97,153000
Heilongjiang,Jiayin,130.38,48.88,153200
Heilongjiang,Tieli,128.02,46.98,152500
Heilongjiang,Jiamusi,130.37,46.82,154000
Heilongjiang,Xiangyang,130.28,47.33,154000
Heilongjiang,Xiangyang,130.33,46.8,154000
Heilongjiang,Forward zone,130.37,46.82,154002
Heilongjiang,Dongfeng,130.4,46.82,154000
Heilongjiang,suburbs,130.32,46.8,154004
Heilongjiang,Hua Nan,130.57,46.23,154400
Heilongjiang,Huaichuan,130.72,47.02,154300
Heilongjiang,Tangyuan,129.9,46.73,154700
Heilongjiang,Fuyuan,134.28,48.37,156500
Heilongjiang,Tongjiang,132.52,47.65,156400
Heilongjiang,Fujin,132.03,47.25,156100
Heilongjiang,Qitaihe,130.95,45.78,154600
Heilongjiang,Emerging,130.83,45.8,154600
Heilongjiang,Momoyama,130.97,45.77,154600
Heilongjiang,Eggplant River,131.07,45.77,154622
Heilongjiang,Boli,130.57,45.75,154500
Heilongjiang,Mudanjiang,129.6,44.58,157000
Heilongjiang,Dong'an,129.62,44.58,157000
Heilongjiang,Yangming,129.63,44.6,157000
Heilongjiang,Aimin,129.58,44.58,157009
Heilongjiang,Xi'an,129.62,44.57,157000
Heilongjiang,Dongning,131.12,44.07,157200
Heilongjiang,Linkou,130.27,45.3,157800
Heilongjiang,Suifenhe,131.15,44.42,157300
Heilongjiang,Hailin,129.38,44.57,157100
Heilongjiang,Ning'an,129.47,44.35,157400
Heilongjiang,Mu Emperor,130.52,44.92,157500
Heilongjiang,Heihe,127.48,50.25,164300
Heilongjiang,Aihui,127.48,50.25,164300
Heilongjiang,Xunke,128.47,49.58,164400
Heilongjiang,Sun Wu,127.32,49.42,164299
Heilongjiang,Bei'an,126.52,48.23,164000
Heilongjiang,Wu Dalian Chishi,126.2,48.52,164100
Heilongjiang,Suihua,126.98,46.63,152000
Heilongjiang,Northern forest,126.98,46.63,152000
Heilongjiang,Wangkui,126.48,46.83,152101
Heilongjiang,Lanxi,126.28,46.27,151500
Heilongjiang,Qinggang,126.1,46.68,151600
Heilongjiang,Qing'an,127.52,46.88,152400
Heilongjiang,Mingshui,125.9,47.18,151700
Heilongjiang,Suilie,127.1,47.25,152200
Heilongjiang,Anda,125.33,46.4,151400
Heilongjiang,Zhaodong,125.98,46.07,151100
Heilongjiang,Helen,126.97,47.47,152300
Heilongjiang,Daxinganling,124.12,50.42,165000
Heilongjiang,Homa,126.65,51.73,165100
Heilongjiang,Tahe,124.7,52.32,165200
Heilongjiang,Mohe,122.53,52.97,165300
Shanghai,NA,121.47,31.23,200000
Shanghai,Huangpu,121.48,31.23,200001
Shanghai,Luwan,121.47,31.22,200020
Shanghai,Xuhui,121.43,31.18,200030
Shanghai,Changning,121.42,31.22,200050
Shanghai,Jing'an,121.45,31.23,200040
Shanghai,Putuo,121.4,31.25,200333
Shanghai,Zhabei,121.45,31.25,200070
Shanghai,Hongkou,121.5,31.27,200080
Shanghai,Yangpu,121.52,31.27,200082
Shanghai,Minhang,121.38,31.12,201100
Shanghai,Baoshan,121.48,31.4,201900
Shanghai,Jiading,121.27,31.38,201800
Shanghai,Pudong,121.53,31.22,200120
Shanghai,Jinshan,121.33,30.75,201500
Shanghai,Songjiang,121.22,31.03,201600
Shanghai,Qingpu,121.12,31.15,201799
Shanghai,Nanhui,121.75,31.05,201300
Shanghai,Fengxian,121.47,30.92,201499
Shanghai,Chongming,121.4,31.62,202150
Jiangsu,Nanjing,118.78,32.07,210000
Jiangsu,Xuanwu,118.8,32.05,210000
Jiangsu,Baixia,118.78,32.03,210000
Jiangsu,Qinhuai,118.8,32.02,210001
Jiangsu,Jianye,118.75,32.03,210019
Jiangsu,Gulou,117.18,34.28,210000
Jiangsu,Gulou,118.77,32.07,210000
Jiangsu,Xiaguan,118.73,32.08,210000
Jiangsu,Pukou,118.62,32.05,211800
Jiangsu,Qixia,118.88,32.12,210046
Jiangsu,Yuhuatai,118.77,32,210012
Jiangsu,Jiangning,118.85,31.95,211100
Jiangsu,Liuhe,118.83,32.35,211500
Jiangsu,Lishui,119.02,31.65,211200
Jiangsu,Gaochun,118.88,31.33,211300
Jiangsu,Wuxi,120.3,31.57,214000
Jiangsu,Chong'an,120.3,31.58,214000
Jiangsu,Nanchang,120.3,31.57,214000
Jiangsu,Beitang,120.28,31.58,214000
Jiangsu,Xishan,120.35,31.6,214000
Jiangsu,Huishan,120.28,31.68,214100
Jiangsu,Lake,120.27,31.57,214100
Jiangsu,Jiangyin,120.27,31.9,214400
Jiangsu,Yixing,119.82,31.35,214200
Jiangsu,Xuzhou,117.18,34.27,221000
Jiangsu,Gulou,117.18,34.28,221005
Jiangsu,Gulou,118.77,32.07,221005
Jiangsu,Yunlong,117.22,34.25,221000
Jiangsu,Jiuli,117.13,34.3,221140
Jiangsu,Jiawang,117.45,34.45,221011
Jiangsu,Quanshan,117.18,34.25,221000
Jiangsu,Fengxian,116.6,34.7,221700
Jiangsu,Pei,116.93,34.73,221600
Jiangsu,Tongshan,117.17,34.18,999999
Jiangsu,Suining,117.95,33.9,221200
Jiangsu,Xinyi,118.35,34.38,221400
Jiangsu,Dazhou,117.95,34.32,221300
Jiangsu,Changzhou,119.95,31.78,213000
Jiangsu,Tianning,119.93,31.75,213000
Jiangsu,Clock,119.93,31.78,213000
Jiangsu,Qiushiyan,120.05,31.73,213000
Jiangsu,Xinbei,119.97,31.83,213001
Jiangsu,Wujin,119.93,31.72,213100
Jiangsu,Puyang,119.48,31.42,213300
Jiangsu,Jintan,119.57,31.75,213200
Jiangsu,Suzhou,120.58,31.3,215000
Jiangsu,Canglang,120.63,31.3,215000
Jiangsu,Pingjiang,120.63,31.32,215000
Jiangsu,Jinyu,120.6,31.32,215000
Jiangsu,Huqiu,120.57,31.3,215004
Jiangsu,Wuzhong,120.63,31.27,215100
Jiangsu,Phase,120.63,31.37,215131
Jiangsu,Changshu,120.75,31.65,215500
Jiangsu,Zhangjiagang,120.55,31.87,215600
Jiangsu,Kunshan,120.98,31.38,215300
Jiangsu,Wujiang,120.63,31.17,215200
Jiangsu,Taicang,121.1,31.45,215400
Jiangsu,Nantong,120.88,31.98,226000
Jiangsu,Chongchuan,120.85,32,226001
Jiangsu,Port,120.8,32.03,226000
Jiangsu,Hai'an,120.45,32.55,226600
Jiangsu,Rudong,121.18,32.32,226400
Jiangsu,Qidong,121.65,31.82,226200
Jiangsu,Rugao,120.57,32.4,226500
Jiangsu,Tongzhou,121.07,32.08,999999
Jiangsu,Sea gate,121.17,31.9,226100
Jiangsu,Lianyungang,119.22,34.6,222002
Jiangsu,Lianyun,119.37,34.75,222042
Jiangsu,Ninpo,119.17,34.6,222000
Jiangsu,Haizhou,119.12,34.57,222000
Jiangsu,Gansu,119.12,34.83,222100
Jiangsu,Donghai,118.77,34.53,222300
Jiangsu,Guanyun,119.25,34.3,222200
Jiangsu,Guannan,119.35,34.08,223500
Jiangsu,Huaian,119.02,33.62,223001
Jiangsu,Qinghe,119.02,33.6,223001
Jiangsu,Chuzhou,119.13,33.5,223200
Jiangsu,Huaiyin,119.03,33.63,223300
Jiangsu,Qingpu,119.03,33.58,223002
Jiangsu,Lianshui,119.27,33.78,223400
Jiangsu,Hongze,118.83,33.3,223100
Jiangsu,Qixian,118.48,33,211700
Jiangsu,Jinhu,119.02,33.02,211600
Jiangsu,Salt,120.15,33.35,224000
Jiangsu,Tinghu,120.13,33.4,224001
Jiangsu,Yantu,120.15,33.33,224006
Jiangsu,Xiangshui,119.57,34.2,224600
Jiangsu,Binhai,119.83,33.98,224500
Jiangsu,Funing,119.8,33.78,224400
Jiangsu,Sheyang,120.25,33.78,224300
Jiangsu,Jianhu,119.8,33.47,224700
Jiangsu,Dongtai,120.3,32.85,224200
Jiangsu,Dafeng,120.47,33.2,224100
Jiangsu,Yangzhou,119.4,32.4,225000
Jiangsu,Guangling,119.43,32.38,225002
Jiangsu,Yijiang,119.4,32.38,225100
Jiangsu,Victoria,119.4,32.42,999999
Jiangsu,Baoying,119.3,33.23,225800
Jiangsu,Yizheng,119.18,32.27,211400
Jiangsu,High postal market,119.43,32.78,225600
Jiangsu,Jiangdu,119.55,32.43,225200
Jiangsu,Zhenjiang,119.45,32.2,212000
Jiangsu,Kyokou,119.47,32.2,212001
Jiangsu,Runzhou,119.4,32.2,212004
Jiangsu,Danfu,119.45,32.13,212100
Jiangsu,Danyang,119.57,32,212300
Jiangsu,Yangzhong,119.82,32.23,212200
Jiangsu,Jurong,119.17,31.95,212400
Jiangsu,Taizhou,119.92,32.45,225300
Jiangsu,Xinghua,119.85,32.92,225700
Jiangsu,Jingjiang,120.27,32.02,214500
Jiangsu,Taixing,120.02,32.17,225400
Jiangsu,Jiangyan,120.15,32.52,225500
Jiangsu,Suqian,118.28,33.97,223800
Jiangsu,Cosmetic,118.25,33.97,223800
Jiangsu,Suyu,118.32,33.95,223800
Jiangsu,Puyang,118.77,34.13,223600
Jiangsu,Siyang,118.68,33.72,223700
Jiangsu,Sihong,118.22,33.47,223900
Zhejiang,Hangzhou,120.15,30.28,310000
Zhejiang,Uptown,120.17,30.25,310002
Zhejiang,Downtown,120.17,30.28,310006
Zhejiang,Jianggan,120.2,30.27,310016
Zhejiang,Gongshu,120.13,30.32,310011
Zhejiang,West Lake,120.13,30.27,310012
Zhejiang,Binjiang,120.2,30.2,310051
Zhejiang,Xiaoshan Strict,120.27,30.17,311200
Zhejiang,Yuhang,120.3,30.42,311100
Zhejiang,Tonglu,119.67,29.8,311500
Zhejiang,Chun'an,119.03,29.6,311700
Zhejiang,Jiande,119.28,29.48,311600
Zhejiang,Fuyang,119.95,30.05,311400
Zhejiang,Lin'an,119.72,30.23,311300
Zhejiang,Ningbo,121.55,29.88,315000
Zhejiang,Haishu,121.55,29.87,315000
Zhejiang,Jiangdong,121.57,29.87,315040
Zhejiang,Jiangbei,121.55,29.88,315000
Zhejiang,Beilun,121.85,29.93,315800
Zhejiang,Zhenhai,121.72,29.95,315200
Zhejiang,Yinzhou,121.53,29.83,315100
Zhejiang,Xiangshan,121.87,29.48,315700
Zhejiang,Ninghai,121.43,29.28,315600
Zhejiang,Yuyao,121.15,30.03,315400
Zhejiang,Cixi,121.23,30.17,315300
Zhejiang,Fenghua,121.4,29.65,315500
Zhejiang,Wenzhou,120.7,28,325000
Zhejiang,Lucheng,120.65,28.02,325000
Zhejiang,Longwan,120.82,27.93,325024
Zhejiang,Dongtou,121.15,27.83,325700
Zhejiang,Yongjia,120.68,28.15,325100
Zhejiang,Pingyang,120.57,27.67,325400
Zhejiang,Cangnan,120.4,27.5,325800
Zhejiang,Wencheng,120.08,27.78,325300
Zhejiang,Taishun,119.72,27.57,325500
Zhejiang,Ruian,120.63,27.78,325200
Zhejiang,Leqing,120.95,28.13,325600
Zhejiang,Jiaxing,120.75,30.75,314000
Zhejiang,Xiuzhou,120.7,30.77,314000
Zhejiang,Jiashan,120.92,30.85,314100
Zhejiang,Haiyan,120.95,30.53,314300
Zhejiang,Haining,120.68,30.53,314400
Zhejiang,Pinghu,121.02,30.7,314200
Zhejiang,Tongxiang,120.57,30.63,314500
Zhejiang,Huzhou,120.08,30.9,313000
Zhejiang,Wuxing,120.12,30.87,313000
Zhejiang,Nanxun,120.43,30.88,313009
Zhejiang,Deqing,119.97,30.53,313200
Zhejiang,Changxing,119.9,31.02,313100
Zhejiang,Anji,119.68,30.63,313300
Zhejiang,Shaoxing,120.57,30,312000
Zhejiang,Vietnamese,120.57,30,312000
Zhejiang,Shaoxing,120.47,30.08,312000
Zhejiang,Xinchang,120.9,29.5,312500
Zhejiang,Zhuji,120.23,29.72,311800
Zhejiang,Shangyu,120.87,30.03,312300
Zhejiang,Dazhou,120.82,29.58,312400
Zhejiang,Jinhua,119.65,29.08,321000
Zhejiang,Wucheng,119.65,29.08,321000
Zhejiang,Jindong,119.7,29.08,321015
Zhejiang,Wuyi,119.82,28.9,321200
Zhejiang,Pujiang,119.88,29.45,322200
Zhejiang,Pan'an,120.43,29.05,322300
Zhejiang,Lanxi,119.45,29.22,321100
Zhejiang,Yiwu,120.07,29.3,322000
Zhejiang,Dongyang,120.23,29.28,322100
Zhejiang,Yongkang,120.03,28.9,321300
Zhejiang,Luzhou,118.87,28.93,324000
Zhejiang,Kecheng,118.87,28.93,324000
Zhejiang,Lujiang,118.93,28.98,324022
Zhejiang,Changshan,118.52,28.9,324200
Zhejiang,Kaihua,118.42,29.13,324300
Zhejiang,Longyou,119.17,29.03,324400
Zhejiang,Jiangshan,118.62,28.75,324100
Zhejiang,Zhoushan,122.2,30,316000
Zhejiang,Dinghai,122.1,30.02,316000
Zhejiang,Putuo,122.3,29.95,316100
Zhejiang,Daishan,122.2,30.25,316200
Zhejiang,Shengsi,122.45,30.73,202450
Zhejiang,Taizhou,121.43,28.68,318000
Zhejiang,Jiaojiang,121.43,28.68,318000
Zhejiang,Huangyan,121.27,28.65,318020
Zhejiang,Road bridge,121.38,28.58,318050
Zhejiang,Yuhuan,121.23,28.13,317600
Zhejiang,Sanmen,121.38,29.12,317100
Zhejiang,Tiantai,121.03,29.13,317200
Zhejiang,Xianju,120.73,28.87,317300
Zhejiang,Wenling,121.37,28.37,317500
Zhejiang,Linhai,121.12,28.85,317000
Zhejiang,Lishui,119.92,28.45,323000
Zhejiang,Liandu,119.92,28.45,323000
Zhejiang,Qingtian,120.28,28.15,323900
Zhejiang,Yiyun,120.07,28.65,321400
Zhejiang,Suichang,119.27,28.6,323300
Zhejiang,Songyang,119.48,28.45,323400
Zhejiang,Yunhe,119.57,28.12,323600
Zhejiang,Qingyuan,119.05,27.62,323800
Zhejiang,Jingning,119.63,27.98,323500
Zhejiang,Longquan,119.13,28.08,323700
Anhui,Hefei,117.25,31.83,230000
Anhui,Yaohai,117.3,31.87,230011
Anhui,Luyang,117.25,31.88,230001
Anhui,Shushan,117.27,31.85,230031
Anhui,Baohe,117.3,31.8,230041
Anhui,Changfeng,117.17,32.48,231100
Anhui,Feidong,117.47,31.88,231600
Anhui,Feixi,117.17,31.72,231200
Anhui,Wuhu,118.38,31.33,241000
Anhui,Jinghu,118.37,31.35,340202
Anhui,Kujiang,118.38,31.37,241000
Anhui,Wuhu,118.57,31.15,241100
Anhui,Fanchang,118.2,31.08,241200
Anhui,Nanling,118.33,30.92,242400
Anhui,Bengbu,117.38,32.92,233000
Anhui,Longzi Lake,117.38,32.95,233000
Anhui,Gong Mountain,117.35,32.95,233000
Anhui,Yuhui,117.33,32.93,233010
Anhui,Huai Shang,117.35,32.97,233002
Anhui,Huaiyuan,117.18,32.97,233400
Anhui,Wuhe,117.88,33.15,233300
Anhui,Guzhen,117.32,33.32,233700
Anhui,Huainan,117,32.63,232000
Anhui,Datong,117.05,32.63,232000
Anhui,Tianjiayu,117,32.67,232000
Anhui,Xiejia Section,116.85,32.6,232000
Anhui,Bagongshan,116.83,32.63,232072
Anhui,Panji,116.82,32.78,232000
Anhui,Fengtai,116.72,32.7,232100
Anhui,Ma'anshan,118.5,31.7,243000
Anhui,Jinjiazhuang,118.48,31.73,243000
Anhui,Huashan,118.5,31.72,243000
Anhui,Yushan,118.48,31.68,243000
Anhui,Dangtu,118.48,31.55,243100
Anhui,Huaibei,116.8,33.95,235000
Anhui,Duji,116.82,34,235000
Anhui,Mountainous,116.8,33.95,235000
Anhui,Mighty mountainous,116.8,33.9,235025
Anhui,Daixi,116.77,33.92,235100
Anhui,Tongling,117.82,30.93,244000
Anhui,Tongguan Mountain,117.82,30.93,244000
Anhui,Lion mountain,117.85,30.95,244000
Anhui,suburbs,117.78,30.92,244000
Anhui,Tongling,117.78,30.95,244100
Anhui,Anqing,117.05,30.53,246000
Anhui,Yingjiang,117.05,30.5,246001
Anhui,Grand View,117.03,30.52,246000
Anhui,suburbs,117.78,30.92,246000
Anhui,Huaining,116.83,30.72,246121
Anhui,Puyang,117.2,30.7,246700
Anhui,Qianshan,116.57,30.63,246300
Anhui,Taihu,116.27,30.43,246400
Anhui,Su Song,116.12,30.15,246500
Anhui,Wangjiang,116.68,30.13,246200
Anhui,Yuexi,116.35,30.85,246600
Anhui,Tung,116.95,31.05,231400
Anhui,Huangshan,118.33,29.72,245000
Anhui,Tunxi,118.33,29.72,245000
Anhui,Huangshan,118.13,30.3,245700
Anhui,Huizhou,118.33,29.82,245061
Anhui,Qixian,118.43,29.87,245200
Anhui,Hanging,118.18,29.78,245400
Anhui,Qixian,117.93,29.93,245500
Anhui,Qimen,117.72,29.87,245600
Anhui,Luzhou,118.32,32.3,239000
Anhui,Langya,118.3,32.3,239000
Anhui,Nanyu,118.3,32.32,239001
Anhui,Lai'an,118.43,32.45,239200
Anhui,Whole pepper,118.27,32.1,239500
Anhui,Dingyuan,117.67,32.53,233200
Anhui,Fengyang,117.57,32.87,233100
Anhui,Heaven,119,32.7,239300
Anhui,Mingguang,117.98,32.78,239400
Anhui,Fuyang,115.82,32.9,236000
Anhui,Yingzhou,115.8,32.88,236000
Anhui,Yingdong,115.85,32.92,236000
Anhui,Yingquan,115.8,32.93,236000
Anhui,Linquan,115.25,33.07,236400
Anhui,Taihe,115.62,33.17,236600
Anhui,Funan,115.58,32.63,236300
Anhui,Yingshang,116.27,32.63,236200
Anhui,Suzhou,116.98,33.63,234000
Anhui,Qiaoqiao,116.97,33.63,234000
Anhui,Laoshan,116.35,34.42,235300
Anhui,Xiaoxian,116.93,34.18,235200
Anhui,Lingyu,117.55,33.55,234200
Anhui,Si,117.88,33.48,234300
Anhui,Chaohu,117.87,31.6,238000
Anhui,Ji Chao,117.85,31.6,238000
Anhui,Lujiang,117.28,31.25,231500
Anhui,Wuwei,117.92,31.3,238300
Anhui,Hanshan,118.1,31.72,238100
Anhui,Peace,118.37,31.72,238200
Anhui,Liu'an,116.5,31.77,237000
Anhui,Jin'an,116.5,31.77,237005
Anhui,Yu'an,116.48,31.77,237010
Anhui,Shouxian,116.78,32.58,232200
Anhui,Huoqiu,116.27,32.33,237400
Anhui,Shucheng,116.93,31.47,231300
Anhui,Jinzhai,115.92,31.72,237300
Anhui,Huoshan,116.33,31.4,237200
Anhui,Bozhou,115.78,33.85,236800
Anhui,Laocheng,115.77,33.88,236800
Anhui,Temuyang,116.22,33.52,233600
Anhui,Mengcheng,116.57,33.27,233500
Anhui,Lixin,116.2,33.15,236700
Anhui,Chizhou,117.48,30.67,247100
Anhui,Guichi,117.48,30.65,247100
Anhui,East to,117.02,30.1,247200
Anhui,Shitai,117.48,30.22,245100
Anhui,Qingyang,117.85,30.65,242800
Anhui,Xuancheng,118.75,30.95,242000
Anhui,Xuanzhou,118.75,30.95,242000
Anhui,Langxi,119.17,31.13,242199
Anhui,Guangde,119.42,30.9,242200
Anhui,Xixian,118.4,30.7,242500
Anhui,Jixi,118.6,30.07,245300
Anhui,Jingde,118.53,30.28,242600
Anhui,Ningguo,118.98,30.63,242300
Fujian,Fuzhou,119.3,26.08,350000
Fujian,Gulou,119.3,26.08,350001
Fujian,Taijiang,119.3,26.07,350004
Fujian,Cangshan,119.32,26.05,350007
Fujian,Mawei,119.45,26,350015
Fujian,Jin'an,119.32,26.08,350011
Fujian,Minhou,119.13,26.15,350100
Fujian,Lianjiang,119.53,26.2,350500
Fujian,Luoyuan,119.55,26.48,350600
Fujian,Minqing,118.85,26.22,350800
Fujian,Yongtai,118.93,25.87,350700
Fujian,Pingtan,119.78,25.52,350400
Fujian,Fuqing,119.38,25.72,350300
Fujian,Changle,119.52,25.97,350200
Fujian,Xiamen,118.08,24.48,361000
Fujian,Siming,118.08,24.45,361001
Fujian,Haicang,117.98,24.47,361026
Fujian,Lake,118.08,24.52,361006
Fujian,Jimei,118.1,24.57,361021
Fujian,Tong'an,118.15,24.73,361100
Fujian,Xiang'an,118.23,24.62,361101
Fujian,Putian,119,25.43,351100
Fujian,City compartment,119,25.43,351100
Fujian,Hanjiang,119.1,25.45,351111
Fujian,Licheng,119.02,25.43,351100
Fujian,Xiuyu,119.08,25.32,351100
Fujian,Xianyou,118.68,25.37,351200
Fujian,Sanming,117.62,26.27,365000
Fujian,Plum,117.63,26.27,365000
Fujian,Three yuan,117.6,26.23,365000
Fujian,Mingxi,117.2,26.37,365200
Fujian,Qingliu,116.82,26.18,365300
Fujian,Ninghua,116.65,26.27,365400
Fujian,Datian,117.85,25.7,366100
