Province,Country,Type,Amount,Unit,ID,Source,year,value,Province.Code
Guangdong,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159730,Guangdong Provincial Department of Finance,2010,0,440000
Guangdong,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159730,Guangdong Provincial Department of Finance,2013,600569,440000
Guangxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159813,Guangxi Department of Finance,2010,0,450000
Guangxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159813,Guangxi Department of Finance,2009,0,450000
Guangxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159813,Guangxi Department of Finance,2007,0,450000
Guangxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065665,Guangxi Provincial Bureau of Statistics,2011,0,450000
Guangxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159813,Guangxi Department of Finance,2008,0,450000
Guangxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159813,Guangxi Department of Finance,2006,0,450000
Guangxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065665,Guangxi Provincial Bureau of Statistics,2009,0,450000
Guangxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065665,Guangxi Provincial Bureau of Statistics,2010,0,450000
Guangxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065665,Guangxi Provincial Bureau of Statistics,2008,0,450000
Guangxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159813,Guangxi Department of Finance,2018,0,450000
Guangxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159813,Guangxi Department of Finance,2012,195182,450000
Guangxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159813,Guangxi Department of Finance,2013,195889,450000
Guangxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159813,Guangxi Department of Finance,2020,0,450000
Guangxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159813,Guangxi Department of Finance,2011,0,450000
Guangxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159813,Guangxi Department of Finance,2016,203493,450000
Guangxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159813,Guangxi Department of Finance,2017,0,450000
Guangxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065665,Guangxi Provincial Bureau of Statistics,2007,0,450000
Guangxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065665,Guangxi Provincial Bureau of Statistics,2015,6960400,450000
Guangxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159813,Guangxi Department of Finance,2021,0,450000
Guangxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065665,Guangxi Provincial Bureau of Statistics,2016,8047358,450000
Guangxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159813,Guangxi Department of Finance,2019,0,450000
Guangxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065665,Guangxi Provincial Bureau of Statistics,2018,14360589,450000
Guangxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065665,Guangxi Provincial Bureau of Statistics,2006,0,450000
Guangxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159813,Guangxi Department of Finance,2022,0,450000
Guangxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065665,Guangxi Provincial Bureau of Statistics,2012,6686791,450000
Guangxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065665,Guangxi Provincial Bureau of Statistics,2013,8876508,450000
Guangxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065665,Guangxi Provincial Bureau of Statistics,2021,17291502,450000
Guangxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159813,Guangxi Department of Finance,2015,228953,450000
Guangxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065665,Guangxi Provincial Bureau of Statistics,2019,16992947,450000
Guangxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065665,Guangxi Provincial Bureau of Statistics,2017,9666654,450000
Guangxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159813,Guangxi Department of Finance,2014,165145,450000
Guangxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065665,Guangxi Provincial Bureau of Statistics,2014,10204864,450000
Guangxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065665,Guangxi Provincial Bureau of Statistics,2020,19389710,450000
Guangxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065665,Guangxi Provincial Bureau of Statistics,2022,11112700,450000
Guizhou,China,Revenue of Local Government Funds,Total,CNY 10k,P3068413,Guizhou Provincial Bureau of Statistics,2014,8385200,520000
Guizhou,China,Revenue of Local Government Funds,Total,CNY 10k,P3068413,Guizhou Provincial Bureau of Statistics,2015,6618620,520000
Guizhou,China,Revenue of Local Government Funds,Total,CNY 10k,P3068413,Guizhou Provincial Bureau of Statistics,2008,0,520000
Guizhou,China,Revenue of Local Government Funds,Total,CNY 10k,P3068413,Guizhou Provincial Bureau of Statistics,2020,20472301,520000
Guizhou,China,Revenue of Local Government Funds,Total,CNY 10k,P3068413,Guizhou Provincial Bureau of Statistics,2009,0,520000
Guizhou,China,Revenue of Local Government Funds,Total,CNY 10k,P3068413,Guizhou Provincial Bureau of Statistics,2013,0,520000
Guizhou,China,Revenue of Local Government Funds,Total,CNY 10k,P3068413,Guizhou Provincial Bureau of Statistics,2019,17109471,520000
Guizhou,China,Revenue of Local Government Funds,Total,CNY 10k,P3068413,Guizhou Provincial Bureau of Statistics,2012,0,520000
Guizhou,China,Revenue of Local Government Funds,Total,CNY 10k,P3068413,Guizhou Provincial Bureau of Statistics,2018,12498927,520000
Guizhou,China,Revenue of Local Government Funds,Total,CNY 10k,P3068413,Guizhou Provincial Bureau of Statistics,2006,0,520000
Guizhou,China,Revenue of Local Government Funds,Total,CNY 10k,P3068413,Guizhou Provincial Bureau of Statistics,2011,0,520000
Guizhou,China,Revenue of Local Government Funds,Total,CNY 10k,P3068413,Guizhou Provincial Bureau of Statistics,2017,9611618,520000
Guizhou,China,Revenue of Local Government Funds,Total,CNY 10k,P3068413,Guizhou Provincial Bureau of Statistics,2022,20412615,520000
Guizhou,China,Revenue of Local Government Funds,Total,CNY 10k,P3068413,Guizhou Provincial Bureau of Statistics,2007,0,520000
Guizhou,China,Revenue of Local Government Funds,Total,CNY 10k,P3068413,Guizhou Provincial Bureau of Statistics,2016,7155419,520000
Guizhou,China,Revenue of Local Government Funds,Total,CNY 10k,P3068413,Guizhou Provincial Bureau of Statistics,2010,0,520000
Guizhou,China,Revenue of Local Government Funds,Total,CNY 10k,P3068413,Guizhou Provincial Bureau of Statistics,2021,23807011,520000
Hainan,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159909,Hainan Provincial Department of Finance,2016,26842,460000
Hainan,China,Revenue of Local Government Funds,Total,CNY 10k,M0159902,Hainan Provincial Department of Finance,2018,3819817,460000
Hainan,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159909,Hainan Provincial Department of Finance,2017,0,460000
Hainan,China,Revenue of Local Government Funds,Total,CNY 10k,M0159902,Hainan Provincial Department of Finance,2009,0,460000
Hainan,China,Revenue of Local Government Funds,Total,CNY 10k,M0159902,Hainan Provincial Department of Finance,2017,3974595,460000
Hainan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094819,Ministry of Finance,2014,0,460000
Hainan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094819,Ministry of Finance,2015,0,460000
Hainan,China,Revenue of Local Government Funds,Total,CNY 10k,M0159902,Hainan Provincial Department of Finance,2010,0,460000
Hainan,China,Revenue of Local Government Funds,Total,CNY 10k,M0159902,Hainan Provincial Department of Finance,2011,0,460000
Hainan,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159909,Hainan Provincial Department of Finance,2018,0,460000
Hainan,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159909,Hainan Provincial Department of Finance,2020,0,460000
Hainan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094819,Ministry of Finance,2016,340.75,460000
Hainan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094819,Ministry of Finance,2017,433.90999999999997,460000
Hainan,China,Revenue of Local Government Funds,Total,CNY 10k,M0159902,Hainan Provincial Department of Finance,2014,3676092,460000
Hainan,China,Revenue of Local Government Funds,Total,CNY 10k,M0159902,Hainan Provincial Department of Finance,2015,3215460,460000
Hainan,China,Revenue of Local Government Funds,Total,CNY 10k,M0159902,Hainan Provincial Department of Finance,2012,3048255,460000
Hainan,China,Revenue of Local Government Funds,Total,CNY 10k,M0159902,Hainan Provincial Department of Finance,2013,4398854,460000
Hainan,China,Revenue of Local Government Funds,Total,CNY 10k,M0159902,Hainan Provincial Department of Finance,2016,3800245,460000
Hainan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094819,Ministry of Finance,2013,0,460000
Hainan,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159909,Hainan Provincial Department of Finance,2013,67432,460000
Hainan,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159909,Hainan Provincial Department of Finance,2014,29930,460000
Hainan,China,Revenue of Local Government Funds,Total,CNY 10k,M0159902,Hainan Provincial Department of Finance,2019,4558112,460000
Hainan,China,Revenue of Local Government Funds,Total,CNY 10k,M0159902,Hainan Provincial Department of Finance,2020,5225508,460000
Hainan,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159909,Hainan Provincial Department of Finance,2019,0,460000
Hainan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094819,Ministry of Finance,2020,843.42,460000
Hainan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094819,Ministry of Finance,2021,1009.88,460000
Hainan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094819,Ministry of Finance,2022,1367.9,460000
Hainan,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159909,Hainan Provincial Department of Finance,2022,0,460000
Hainan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094819,Ministry of Finance,2006,0,460000
Hainan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094819,Ministry of Finance,2007,0,460000
Hainan,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159909,Hainan Provincial Department of Finance,2010,0,460000
Hainan,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159909,Hainan Provincial Department of Finance,2011,0,460000
Hainan,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159909,Hainan Provincial Department of Finance,2012,68706,460000
Hainan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094819,Ministry of Finance,2012,0,460000
Hainan,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159909,Hainan Provincial Department of Finance,2015,39715,460000
Hainan,China,Revenue of Local Government Funds,Total,CNY 10k,M0159902,Hainan Provincial Department of Finance,2006,0,460000
Hainan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094819,Ministry of Finance,2018,532.06,460000
Hainan,China,Revenue of Local Government Funds,Total,CNY 10k,M0159902,Hainan Provincial Department of Finance,2022,4688613,460000
Hainan,China,Revenue of Local Government Funds,Total,CNY 10k,M0159902,Hainan Provincial Department of Finance,2008,0,460000
Hainan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094819,Ministry of Finance,2008,0,460000
Hainan,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159909,Hainan Provincial Department of Finance,2021,0,460000
Hainan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094819,Ministry of Finance,2010,0,460000
Hainan,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159909,Hainan Provincial Department of Finance,2006,0,460000
Hainan,China,Revenue of Local Government Funds,Total,CNY 10k,M0159902,Hainan Provincial Department of Finance,2021,3941096,460000
Hainan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094819,Ministry of Finance,2009,0,460000
Hainan,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159909,Hainan Provincial Department of Finance,2008,0,460000
Hainan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094819,Ministry of Finance,2011,0,460000
Hainan,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159909,Hainan Provincial Department of Finance,2007,0,460000
Hainan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094819,Ministry of Finance,2019,650.14,460000
Hainan,China,Revenue of Local Government Funds,Total,CNY 10k,M0159902,Hainan Provincial Department of Finance,2007,0,460000
Hainan,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159909,Hainan Provincial Department of Finance,2009,0,460000
Hebei,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6095033,Ministry of Finance,2022,0,130000
Hebei,China,Revenue of Local Government Funds,Total,CNY 10k,M0065521,Hebei Provincial Bureau of Statistics,2006,0,130000
Hebei,China,Revenue of Local Government Funds,Total,CNY 10k,M0065521,Hebei Provincial Bureau of Statistics,2007,0,130000
Hebei,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6095033,Ministry of Finance,2021,1008.6800000000001,130000
Hebei,China,Revenue of Local Government Funds,Total,CNY 10k,M0065521,Hebei Provincial Bureau of Statistics,2015,13774674,130000
Hebei,China,Revenue of Local Government Funds,Total,CNY 10k,M0065521,Hebei Provincial Bureau of Statistics,2012,12165835,130000
Hebei,China,Revenue of Local Government Funds,Total,CNY 10k,M0065521,Hebei Provincial Bureau of Statistics,2013,17490602,130000
Hebei,China,Revenue of Local Government Funds,Total,CNY 10k,M0065521,Hebei Provincial Bureau of Statistics,2014,16111925,130000
Hebei,China,Revenue of Local Government Funds,Total,CNY 10k,M0065521,Hebei Provincial Bureau of Statistics,2008,0,130000
Hebei,China,Revenue of Local Government Funds,Total,CNY 10k,M0065521,Hebei Provincial Bureau of Statistics,2016,15812300,130000
Hebei,China,Revenue of Local Government Funds,Total,CNY 10k,M0065521,Hebei Provincial Bureau of Statistics,2017,24185762,130000
Hebei,China,Revenue of Local Government Funds,Total,CNY 10k,M0065521,Hebei Provincial Bureau of Statistics,2018,29071374,130000
Hebei,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159072,Hebei Provincial Department of Finance,2008,0,130000
Hebei,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159072,Hebei Provincial Department of Finance,2009,0,130000
Hebei,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159072,Hebei Provincial Department of Finance,2010,0,130000
Hebei,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159072,Hebei Provincial Department of Finance,2011,0,130000
Hebei,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159072,Hebei Provincial Department of Finance,2012,279343,130000
Hebei,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159072,Hebei Provincial Department of Finance,2013,223494,130000
Hebei,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159072,Hebei Provincial Department of Finance,2014,214581,130000
Hebei,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159072,Hebei Provincial Department of Finance,2015,176684,130000
Hebei,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159072,Hebei Provincial Department of Finance,2016,185348,130000
Hebei,China,Revenue of Local Government Funds,Total,CNY 10k,M0065521,Hebei Provincial Bureau of Statistics,2019,33183822,130000
Hebei,China,Revenue of Local Government Funds,Total,CNY 10k,M0065521,Hebei Provincial Bureau of Statistics,2020,31649501,130000
Hebei,China,Revenue of Local Government Funds,Total,CNY 10k,M0065521,Hebei Provincial Bureau of Statistics,2021,28070008,130000
Hebei,China,Revenue of Local Government Funds,Total,CNY 10k,M0065521,Hebei Provincial Bureau of Statistics,2022,20160978,130000
Hebei,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159072,Hebei Provincial Department of Finance,2021,0,130000
Hebei,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159072,Hebei Provincial Department of Finance,2022,0,130000
Hebei,China,Revenue of Local Government Funds,Total,CNY 10k,M0065521,Hebei Provincial Bureau of Statistics,2011,0,130000
Hebei,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6095033,Ministry of Finance,2008,0,130000
Hebei,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6095033,Ministry of Finance,2009,0,130000
Hebei,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6095033,Ministry of Finance,2010,0,130000
Hebei,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6095033,Ministry of Finance,2011,0,130000
Hebei,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6095033,Ministry of Finance,2012,0,130000
Hebei,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6095033,Ministry of Finance,2013,0,130000
Hebei,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159072,Hebei Provincial Department of Finance,2017,0,130000
Hebei,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159072,Hebei Provincial Department of Finance,2018,0,130000
Hebei,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159072,Hebei Provincial Department of Finance,2006,0,130000
Hebei,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159072,Hebei Provincial Department of Finance,2007,0,130000
Hebei,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6095033,Ministry of Finance,2018,751.71,130000
Hebei,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6095033,Ministry of Finance,2006,0,130000
Hebei,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6095033,Ministry of Finance,2007,0,130000
Hebei,China,Revenue of Local Government Funds,Total,CNY 10k,M0065521,Hebei Provincial Bureau of Statistics,2010,0,130000
Hebei,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159072,Hebei Provincial Department of Finance,2020,0,130000
Hebei,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6095033,Ministry of Finance,2014,0,130000
Hebei,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6095033,Ministry of Finance,2015,417.9,130000
Hebei,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159072,Hebei Provincial Department of Finance,2019,0,130000
Hebei,China,Revenue of Local Government Funds,Total,CNY 10k,M0065521,Hebei Provincial Bureau of Statistics,2009,0,130000
Hebei,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6095033,Ministry of Finance,2017,0,130000
Hebei,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6095033,Ministry of Finance,2019,827.6800000000001,130000
Hebei,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6095033,Ministry of Finance,2020,888.6800000000001,130000
Hebei,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6095033,Ministry of Finance,2016,0,130000
Heilongjiang,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543388,Ministry of Finance,2011,0,230000
Heilongjiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0065565,Heilongjiang Provincial Bureau of Statistics,2022,1529000,230000
Heilongjiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0065565,Heilongjiang Provincial Bureau of Statistics,2010,0,230000
Heilongjiang,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159267,Heilongjiang Provincial Department of Finance,2008,0,230000
Heilongjiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0065565,Heilongjiang Provincial Bureau of Statistics,2011,0,230000
Heilongjiang,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543388,Ministry of Finance,2010,0,230000
Heilongjiang,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159267,Heilongjiang Provincial Department of Finance,2006,0,230000
Heilongjiang,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159267,Heilongjiang Provincial Department of Finance,2007,0,230000
Heilongjiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0065565,Heilongjiang Provincial Bureau of Statistics,2009,0,230000
Heilongjiang,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543388,Ministry of Finance,2009,0,230000
Heilongjiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0065565,Heilongjiang Provincial Bureau of Statistics,2013,5584000,230000
Heilongjiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0065565,Heilongjiang Provincial Bureau of Statistics,2014,4778401,230000
Heilongjiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0065565,Heilongjiang Provincial Bureau of Statistics,2008,0,230000
Heilongjiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0065565,Heilongjiang Provincial Bureau of Statistics,2012,4643612,230000
Heilongjiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0065565,Heilongjiang Provincial Bureau of Statistics,2018,3570582,230000
Heilongjiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0065565,Heilongjiang Provincial Bureau of Statistics,2019,3778734,230000
Heilongjiang,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543388,Ministry of Finance,2012,0,230000
Heilongjiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0065565,Heilongjiang Provincial Bureau of Statistics,2017,3727235,230000
Heilongjiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0065565,Heilongjiang Provincial Bureau of Statistics,2007,0,230000
Heilongjiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0065565,Heilongjiang Provincial Bureau of Statistics,2006,0,230000
Heilongjiang,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543388,Ministry of Finance,2019,608.71,230000
Heilongjiang,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159267,Heilongjiang Provincial Department of Finance,2016,76323,230000
Heilongjiang,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159267,Heilongjiang Provincial Department of Finance,2009,0,230000
Heilongjiang,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159267,Heilongjiang Provincial Department of Finance,2010,0,230000
Heilongjiang,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159267,Heilongjiang Provincial Department of Finance,2011,0,230000
Heilongjiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0065565,Heilongjiang Provincial Bureau of Statistics,2015,3059894,230000
Heilongjiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0065565,Heilongjiang Provincial Bureau of Statistics,2016,3195458,230000
Heilongjiang,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159267,Heilongjiang Provincial Department of Finance,2013,0,230000
Heilongjiang,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543388,Ministry of Finance,2006,0,230000
Heilongjiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0065565,Heilongjiang Provincial Bureau of Statistics,2020,4494399,230000
Heilongjiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0065565,Heilongjiang Provincial Bureau of Statistics,2021,3703372,230000
Heilongjiang,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543388,Ministry of Finance,2017,0,230000
Heilongjiang,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543388,Ministry of Finance,2018,565.3199999999999,230000
Heilongjiang,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543388,Ministry of Finance,2022,1239.28,230000
Heilongjiang,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159267,Heilongjiang Provincial Department of Finance,2020,0,230000
Heilongjiang,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543388,Ministry of Finance,2020,586.25,230000
Heilongjiang,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543388,Ministry of Finance,2021,832.73,230000
Heilongjiang,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159267,Heilongjiang Provincial Department of Finance,2014,131321,230000
Heilongjiang,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543388,Ministry of Finance,2007,0,230000
Heilongjiang,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159267,Heilongjiang Provincial Department of Finance,2012,129269,230000
Heilongjiang,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543388,Ministry of Finance,2013,0,230000
Heilongjiang,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159267,Heilongjiang Provincial Department of Finance,2017,0,230000
Heilongjiang,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159267,Heilongjiang Provincial Department of Finance,2018,0,230000
Heilongjiang,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543388,Ministry of Finance,2008,0,230000
Heilongjiang,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159267,Heilongjiang Provincial Department of Finance,2021,0,230000
Heilongjiang,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159267,Heilongjiang Provincial Department of Finance,2022,0,230000
Heilongjiang,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543388,Ministry of Finance,2014,0,230000
Heilongjiang,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159267,Heilongjiang Provincial Department of Finance,2019,0,230000
Heilongjiang,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543388,Ministry of Finance,2016,0,230000
Heilongjiang,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159267,Heilongjiang Provincial Department of Finance,2015,107766,230000
Heilongjiang,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543388,Ministry of Finance,2015,457,230000
Henan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094702,Ministry of Finance,2010,0,410000
